Sex,Gender,Age,Ethnicity,Age Group,Region,RegionName,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
1,Male,48,3,7,7,Lon,5152,12927,5259,8238,8345,6430,5723,5790,7973,4795,6576,8516,8356,10934,3552,5414,3644,3151,5281,8784,4591,9989
1,Male,49,3,7,7,Lon,4774,5219,8123,4854,4856,6817,5644,8368,5204,6446,9771,5111,5260,6351,5124,3872,3581,11459,4585,5218,5408,3640
1,Male,50,3,7,7,Lon,5505,5638,10105,4928,10369,4748,6268,6870,11725,5530,5611,5324,6258,7509,10239,5503,5717,5496,4778,5529,4054,4040
1,Male,51,3,7,7,Lon,4486,7387,5988,4930,12935,6856,9382,4996,7760,5320,7607,7044,8097,5904,10401,10723,5357,2995,3237,4544,5359,6259
1,Male,52,3,7,7,Lon,4146,6718,11670,4641,8167,6223,6451,5686,6604,4634,7930,5632,9621,4930,8731,4314,7140,5738,6393,7303,5694,8480
1,Male,53,3,7,7,Lon,5505,4409,7265,3548,6349,7878,5205,5721,6586,4656,6195,5170,5671,7599,5722,5132,6783,6622,5775,6809,10658,5993
1,Male,54,3,7,7,Lon,3842,5781,8218,3655,5451,7754,7542,5511,5224,7123,5954,7835,5228,5810,6297,6814,6363,5443,6996,4247,4612,5235
1,Male,55,3,8,7,Lon,2214,7184,7085,8684,6504,5766,9948,6190,4603,5344,11467,10467,4659,4907,5611,9475,11738,5529,4088,9493,7809,10253
1,Male,56,3,8,7,Lon,3410,3226,4896,4098,5198,5884,8142,5416,8200,9060,4910,10281,4503,4202,5831,4447,4578,4430,8584,4502,6485,9980
1,Male,57,3,8,7,Lon,8267,7925,5365,5214,4338,8599,6409,3997,6802,7598,4771,7315,6456,6353,7830,4549,4643,5187,4307,5756,4753,4545
1,Male,58,3,8,7,Lon,1865,5703,5096,2144,4939,6996,8885,3825,6731,6569,8530,10154,6796,7046,9218,5766,4485,6201,9404,6685,10264,4815
1,Male,59,3,8,7,Lon,4816,3355,1979,2168,8843,11214,4123,4125,4942,5569,4872,7467,4597,5810,7189,5901,4290,4570,4641,9070,3816,4843
1,Male,60,3,8,7,Lon,2427,2483,2826,2479,4811,7560,4025,4476,9119,3557,4727,5733,5348,5366,5645,7186,10468,10606,5437,11042,4663,5869
1,Male,61,3,8,7,Lon,1263,1725,4742,3896,5374,2170,9034,6781,11067,5905,4065,7128,6869,10189,4518,9014,4452,9621,5017,8604,4175,7554
1,Male,62,3,8,7,Lon,4607,1532,2661,8189,2318,2968,8354,2926,4666,6986,8323,7029,7728,6354,6986,7462,4485,11293,11529,8382,3918,7941
1,Male,63,3,8,7,Lon,10908,5493,2119,10524,4482,5860,9249,3184,4311,10638,3066,6870,6258,5726,4616,9768,4708,10033,4060,3813,13142,4061
1,Male,64,3,8,7,Lon,949,5398,2857,1988,7041,3291,4938,8371,6187,6373,6495,4602,4484,3669,3155,3828,9085,12261,8611,6797,9718,4924
1,Male,65,3,8,7,Lon,10502,4566,3813,1216,5426,3002,2764,2235,6108,8717,2577,7552,5966,5256,3201,8414,10263,4415,7850,4369,13242,4849
1,Male,66,3,8,7,Lon,3320,3201,6901,3419,3032,3581,3544,4260,3448,7959,3081,6787,7868,4745,6689,2913,3762,3891,7984,10637,7017,5229
1,Male,67,3,9,7,Lon,1879,4263,538,5365,3074,3097,2048,5880,3803,2256,1745,3889,3895,4001,8410,3161,6532,6442,10138,5102,5262,4717
1,Male,68,3,9,7,Lon,864,3029,1608,1184,5371,2435,2343,2229,5174,3814,3368,3242,7583,4287,3212,7294,11290,5982,4974,3774,5394,9491
1,Male,69,3,9,7,Lon,3216,1902,2216,1170,4497,1021,6115,6351,7144,5776,5133,3128,1605,3295,1847,9367,3675,9666,5263,3624,8106,3653
1,Male,70,3,9,7,Lon,4903,1393,9107,3209,5486,517,3176,2824,5973,3137,1536,4883,7181,2411,2040,8631,7820,7868,3564,2963,10379,6903
1,Male,71,3,9,7,Lon,6880,1426,1368,2206,2243,1951,8985,6738,3128,2823,5943,1085,7871,3970,3775,3793,2179,4238,2925,8155,3630,3768
1,Male,72,3,9,7,Lon,9851,1552,1657,2997,1008,6310,1240,4628,7142,4401,2170,5689,5409,8647,4079,3969,2953,2522,3973,3062,7703,2972
1,Male,73,3,9,7,Lon,4183,1770,6676,1147,2918,524,3683,5356,5359,1657,1660,8497,6033,2925,2679,3887,3922,3512,5863,7466,3302,4705
1,Male,74,3,9,7,Lon,7559,2091,3796,3878,2791,2265,3870,7004,3815,6700,1695,10633,2710,1522,3430,4032,2773,3128,3028,6793,7101,2472
1,Male,75,3,9,7,Lon,6952,4662,766,3064,2254,1295,3324,783,2682,3571,5609,4287,1837,5992,3820,1467,2655,5413,2350,7722,1547,4315
1,Male,76,3,9,7,Lon,1910,3595,3766,3036,2124,910,3961,1105,3464,449,439,4734,5092,2962,4591,2514,1155,3843,2379,5182,5246,3441
1,Male,77,3,9,7,Lon,1331,5639,995,5729,955,5902,3878,972,1605,4444,6449,5776,2657,7470,2137,1380,3349,6431,6303,5868,2975,1826
1,Male,78,3,9,7,Lon,4157,8628,1074,6005,6336,2011,2763,9157,3717,3152,1415,5184,6393,583,9248,1755,9398,734,5700,7741,4632,1268
1,Male,79,3,9,7,Lon,517,419,8645,3119,763,2408,5800,2436,1805,5355,2012,679,1582,1637,5056,1764,5921,761,5316,6937,1201,5469
1,Male,80,3,9,7,Lon,2600,915,1528,5584,2280,3351,9481,694,1006,2452,3573,1606,743,356,689,1516,4573,1755,5018,1049,5082,2937
1,Male,81,3,9,7,Lon,3051,730,3362,409,1118,977,2988,4351,917,972,1649,4707,375,3308,843,2577,3623,7032,2058,7285,8364,1804
1,Male,82,3,9,7,Lon,786,1431,531,2326,7105,1690,673,1060,2522,1336,1271,2358,6109,1997,4471,6527,2037,343,2171,1832,1355,1704
1,Male,83,3,9,7,Lon,2145,344,1722,6125,1054,2741,4459,2540,2043,2915,1898,1892,3110,5352,3070,3744,642,1596,2512,3154,1555,1716
1,Male,84,3,9,7,Lon,696,5116,5397,3225,333,354,1193,3186,2842,9091,846,2040,966,4136,1764,430,1707,505,904,5628,2693,1922
1,Male,85,3,9,7,Lon,3216,4556,904,1857,1693,5973,2662,1712,1989,2450,740,4050,8393,4155,4320,1563,430,6661,527,941,315,800
1,Male,86,3,9,7,Lon,2544,1070,3289,3274,4582,1278,677,8646,409,3327,9000,1418,2043,6219,1494,4113,2627,2203,1708,4894,1002,2876
1,Male,87,3,9,7,Lon,2624,7079,2554,1297,7947,2579,2057,3611,7179,2146,2705,1901,2326,1311,394,9694,1630,4034,979,1187,8506,9354
1,Male,88,3,9,7,Lon,4109,1587,414,1944,2473,1995,1582,1564,4145,750,1096,1154,497,266,2300,2399,851,6306,5359,2587,7104,1265
1,Male,89,3,9,7,Lon,211,483,2548,1684,901,2969,2170,1153,8536,353,1309,2221,576,896,549,1157,4979,1239,511,1958,2626,7734
1,Male,90+,3,9,7,Lon,1150,1192,1154,3451,772,2330,1660,2929,5862,3015,1037,1361,3652,3192,1416,8466,2051,3106,2622,1747,11400,977
1,Male,0,3,1,8,SE,8623,3772,5023,1666,5959,2173,4151,8517,4179,7833,2929,3993,6333,6388,3585,4824,1921,3906,3395,7619,2523,2098
1,Male,1,3,1,8,SE,7461,2095,3184,1804,2621,3206,1854,2193,6009,7665,10772,9218,8569,2956,5664,2377,5773,7079,1834,2084,9621,8566
1,Male,2,3,1,8,SE,2572,3312,2034,3671,3334,1849,5686,2074,9967,2352,2493,3992,3258,5165,6744,2055,10130,2774,3734,1664,4553,1582
1,Male,3,3,1,8,SE,2984,7762,3118,8433,1938,1655,4813,2485,2252,1961,11003,2361,5172,3850,1852,1597,1662,2381,2985,8523,6416,3523
1,Male,4,3,1,8,SE,1513,3054,1500,8216,3638,1335,2926,5470,3580,2752,2669,3030,2292,9238,5584,4770,8694,3629,6815,1479,4861,2100
1,Male,5,3,1,8,SE,2150,5846,10172,1648,3353,3575,1643,1613,1754,2710,3845,8313,5532,2200,1603,2983,2286,3976,6677,2411,1655,1957
1,Male,6,3,1,8,SE,3545,6517,2221,9894,1905,8182,4200,3162,8157,2555,4119,3283,10868,7364,1772,4099,1593,2860,4031,6360,3913,3905
1,Male,7,3,1,8,SE,6694,1942,3102,2476,2322,6498,4382,1752,1780,1442,8162,3209,5055,3534,4595,4295,4857,7720,3470,8045,4122,2537
1,Male,8,3,1,8,SE,2290,4309,2585,2719,3878,2668,1700,8049,6995,1501,5862,1834,4116,5991,9349,2074,6576,3183,6591,2340,4640,2408
1,Male,9,3,1,8,SE,11132,6394,6520,2022,3323,7276,4912,2638,1785,2687,6002,5023,1712,2578,3311,1912,2955,7929,7582,1914,4689,4491
1,Male,10,3,1,8,SE,1759,4536,5028,5043,3236,3228,3116,4463,4666,1554,3105,4679,2011,3132,2645,4911,2054,1736,4090,5598,2380,4092
1,Male,11,3,1,8,SE,2588,2028,6164,6098,5622,1647,2274,2623,2503,2599,3602,2397,4942,8200,2024,3513,2776,2775,2137,3256,5490,5039
1,Male,12,3,1,8,SE,5529,3851,6006,2971,7587,3421,1773,6136,3659,3018,2981,2102,2192,4251,1792,5560,4601,3184,2048,1793,2914,2900
1,Male,13,3,1,8,SE,1438,2407,1452,4165,8646,3408,5672,2212,9224,2737,2916,2925,4033,1689,1456,1928,2839,3735,2247,3660,7441,3646
1,Male,14,3,1,8,SE,7481,9860,4768,3062,8493,1796,8781,4522,2543,5563,3343,3370,10352,9305,7163,7606,1629,3358,2862,2370,4532,2867
1,Male,15,3,1,8,SE,3041,6125,5353,3701,5142,2629,7567,7347,2375,5047,4296,9188,3736,4763,9934,2734,3187,5799,4995,4603,3754,5484
1,Male,16,3,2,8,SE,1569,1246,1518,8293,1537,3551,1495,7957,3040,5086,2828,4937,7912,2643,3909,3485,2076,2334,3916,1536,2573,2561
1,Male,17,3,2,8,SE,6207,9612,3012,2998,4893,1761,2118,4188,2886,3949,11428,1872,5943,5939,2999,4658,9616,3532,8139,1851,1569,2548
1,Male,18,3,3,8,SE,2253,4140,1195,1320,4689,2574,1994,2268,4380,2709,1856,3068,6306,4598,4861,1902,3139,5610,3055,4074,1636,4476
1,Male,19,3,3,8,SE,1696,2041,1512,1498,3466,3243,7707,6581,2360,4566,7814,6846,7948,8948,6603,3633,2446,5001,4184,9133,4391,3275
1,Male,20,3,4,8,SE,7946,4000,2185,9723,3144,5819,1698,1651,1854,1537,1725,1834,2114,7302,4717,5979,2056,4777,11018,4532,2019,2190
1,Male,21,3,4,8,SE,2404,8190,3554,6461,4057,2773,2516,1312,1387,1762,1633,8270,6436,11071,5183,4123,2471,6324,2570,2968,3130,2440
1,Male,22,3,4,8,SE,1639,5731,1689,7255,2661,3134,3510,7025,4240,6823,8690,1518,3317,3100,2747,3650,3904,1866,3350,3472,8161,8681
1,Male,23,3,4,8,SE,3804,2222,2998,3044,6320,1389,6275,1775,4496,3762,3836,5385,5029,2075,5736,3339,6837,3970,3674,3267,8994,5395
1,Male,24,3,4,8,SE,5305,5418,3761,4243,6241,2204,2121,4199,1555,2798,3175,4485,6359,7614,1638,6804,3372,4463,2525,2336,2251,8997
1,Male,25,3,5,8,SE,4845,2132,1997,7764,1362,1972,5086,5323,3348,1668,6633,7161,4844,6417,4121,2167,3894,4473,2315,2678,2260,2294
1,Male,26,3,5,8,SE,2707,2095,1169,3603,1632,8838,3099,7567,3307,1835,6030,2139,2917,3833,3272,4699,7130,1923,4036,5327,1800,5455
1,Male,27,3,5,8,SE,4598,2386,1494,8381,1480,2724,2330,1500,7000,6931,2782,3609,2055,2676,2168,2152,10357,4259,2339,6358,2553,3188
1,Male,28,3,5,8,SE,2538,2043,1438,3450,7189,1818,10515,5466,1659,2009,1358,1707,7445,1940,5608,3004,2307,1444,3396,2805,4619,9580
1,Male,29,3,5,8,SE,1582,5172,1009,1299,4659,6033,2879,3797,5447,2741,4623,2367,1820,3287,5379,4761,8901,7421,2107,1651,1965,5031
1,Male,30,3,5,8,SE,1141,3162,5444,1054,3696,2021,5020,4728,3102,2262,3435,7854,1240,2995,4811,9018,3274,2666,1379,8266,6376,2183
1,Male,31,3,5,8,SE,4752,1585,2008,2750,1486,1630,2255,1704,1219,3504,2991,3011,2602,2416,1822,1659,9236,8079,1676,9999,8731,9024
1,Male,32,3,5,8,SE,1086,6704,2293,3754,2522,3760,4975,990,5748,6480,3542,9375,8921,1526,1643,1826,2288,8623,2547,1322,1585,1476
1,Male,33,3,5,8,SE,2522,922,2312,5731,2550,4568,6392,1523,5117,3901,4651,3162,5249,3908,6214,7557,1444,3545,2358,10382,2642,1365
1,Male,34,3,5,8,SE,1060,1361,2680,3028,2374,4773,2762,8046,6414,1666,1948,4156,2045,3238,2125,3573,1172,2262,2511,8793,8432,2524
1,Male,35,3,6,8,SE,6143,8290,2067,4449,9331,7403,2642,3133,1888,3378,992,1230,1837,1501,1723,4467,6097,3297,3429,1217,10462,4405
1,Male,36,3,6,8,SE,5957,1879,2732,5184,1229,2591,4982,7554,1050,4114,1544,1095,1757,3077,4434,2042,2247,4442,1910,4663,1330,2673
1,Male,37,3,6,8,SE,1665,4951,4516,1926,2770,1181,7261,1193,1519,1088,1527,4351,9044,3214,7720,7685,1422,2094,1575,1988,2566,2103
1,Male,38,3,6,8,SE,3082,3403,3145,2085,1545,4121,5265,9116,4121,1700,4265,3863,4132,4833,2707,4593,4092,2007,7065,1524,8893,2701
1,Male,39,3,6,8,SE,4150,2011,3580,6311,5714,2353,4244,1211,8314,4830,5612,1609,7602,7367,1295,1983,1944,1905,1658,1534,3806,2502
1,Male,40,3,6,8,SE,2097,5502,1422,4292,3877,1752,1445,2977,1360,9717,1963,3319,5621,1176,7706,2551,7303,4041,4147,2435,2774,6163
1,Male,41,3,6,8,SE,6300,4463,6230,2778,3489,3814,3597,3705,1814,3146,2901,3869,2096,7065,2376,1790,3473,1895,2943,4867,6714,1347
1,Male,42,3,6,8,SE,9912,1255,1762,2998,2146,2232,2227,8898,2645,1701,2423,8400,2222,2547,3348,4797,2784,1427,4754,4550,3014,1948
1,Male,43,3,6,8,SE,4264,3056,3241,3874,3578,1764,3960,3874,3814,1272,3958,1342,1114,4552,4298,1984,1302,2272,1195,4187,3126,5554
1,Male,44,3,6,8,SE,7147,5849,2306,4773,4830,2171,3544,1793,2065,2493,1178,3286,5008,5008,3852,4678,2464,10888,5705,5491,8858,3450
1,Male,45,3,7,8,SE,6705,1677,10152,4991,2664,2059,7518,6201,1628,6296,2181,3490,3762,1625,2258,1159,1615,1061,3730,2457,2793,4864
1,Male,46,3,7,8,SE,1027,3619,5698,1785,5227,2926,3566,2122,1705,3077,2103,1619,2429,5181,6359,5875,1305,3597,7692,5395,6873,2027
1,Male,47,3,7,8,SE,1350,8175,6089,1433,1620,6914,2543,1700,3249,3283,2800,2083,3233,1313,5618,1425,2098,4949,3561,2545,5500,4775
1,Male,48,3,7,8,SE,3467,2055,7526,1442,6732,5121,2660,6647,10262,7702,4951,3064,2477,2343,5476,2223,4967,2258,7261,2309,1257,1811
1,Male,49,3,7,8,SE,4768,1185,1654,7662,1309,2397,1407,2738,1614,2181,1746,3688,9321,2943,7872,5203,9080,1108,2559,3219,7927,2039
1,Male,50,3,7,8,SE,7397,2221,3910,8810,1621,2877,1673,3507,5664,1658,4389,2005,2009,6061,2824,2099,9140,5403,2898,2678,6058,1964
1,Male,51,3,7,8,SE,1421,2263,5068,8150,1333,7681,1959,4195,1723,2718,2980,1620,5165,1735,1741,6273,1940,4738,1930,2057,8365,1123
1,Male,52,3,7,8,SE,1800,5879,3329,1073,2199,6026,1477,1430,8009,2193,3043,4499,4329,2268,1998,7567,1430,11140,7873,4392,3601,1076
1,Male,53,3,7,8,SE,1250,5052,3360,3359,3602,1365,6277,1869,1299,8874,1892,1922,1411,3753,3213,5931,9253,2057,3661,5658,1248,3593
1,Male,54,3,7,8,SE,1317,4461,914,7347,6127,3908,8496,2106,2246,929,5548,3731,1610,6070,2629,3220,2661,3698,2131,1994,8423,2061
1,Male,55,3,8,8,SE,4326,8094,2738,3120,933,997,4626,2879,5641,8084,5795,5151,4888,5648,1700,5204,5632,7533,8303,6796,2678,3926
1,Male,56,3,8,8,SE,1204,6474,1327,2536,5166,8229,1496,1196,2417,6355,1405,4995,3523,3332,1430,7878,1560,1538,4034,1593,4432,1880
1,Male,57,3,8,8,SE,8182,4711,1053,1662,5926,4325,4020,1483,1443,1907,3885,927,1746,2839,7398,2004,1773,1970,7400,4985,2902,1412
1,Male,58,3,8,8,SE,5746,3964,1155,1100,5426,960,866,5597,4155,8447,5778,10682,6209,2126,1561,6468,4137,4051,7500,1546,6168,1761
1,Male,59,3,8,8,SE,1015,2053,3071,2522,8556,3476,9617,5040,2159,4712,4527,3983,984,4642,1367,4318,1770,4101,1547,4309,9810,4496
1,Male,60,3,8,8,SE,2506,2629,1009,660,741,641,1790,8459,2187,4967,2598,1332,1677,1697,6405,943,1695,8031,3165,4721,4004,4602
1,Male,61,3,8,8,SE,3325,5052,7484,6097,1914,4893,827,3506,8225,10158,2584,4908,986,3020,2810,4876,1154,4573,1639,2911,1573,2845
1,Male,62,3,8,8,SE,990,5029,2203,9163,1313,2524,2620,3247,6422,5603,4778,6473,1083,1655,3257,1351,1811,2637,3151,3714,5605,2523
1,Male,63,3,8,8,SE,7707,1805,2108,3810,1460,3862,1434,733,1120,1644,1076,6995,5353,1832,8562,2608,2692,5233,1331,2154,4999,1816
1,Male,64,3,8,8,SE,1004,1269,1662,5244,1252,3384,3245,2639,1892,1282,3477,1685,3226,8098,3750,2061,1093,8193,2799,6893,4583,1547
1,Male,65,3,8,8,SE,5915,9272,4949,4589,4439,1905,761,3002,6089,2653,581,2335,2359,2172,6916,2420,2822,1693,3528,2290,1638,3894
1,Male,66,3,8,8,SE,3615,2273,6903,2092,3822,1292,1278,7249,2807,10412,6163,4476,1845,3182,7931,3659,1312,1983,3352,7689,1874,3445
1,Male,67,3,9,8,SE,1080,1005,3233,4266,789,1884,5842,1234,1245,1479,10267,5582,7414,4214,6345,4042,2709,5626,3543,810,9093,7335
1,Male,68,3,9,8,SE,2304,2374,4094,4129,2470,2664,1064,5864,3986,2852,3678,3011,4463,3334,2694,3474,2421,4070,9184,3011,1137,4460
1,Male,69,3,9,8,SE,2035,1796,1117,491,2266,2049,2388,2288,2370,804,3745,5293,2962,4220,1881,4845,1433,3524,1080,7533,2934,3001
1,Male,70,3,9,8,SE,283,3633,3943,3511,5775,664,2904,786,2500,736,2727,7368,3504,7099,6492,1525,2523,4669,1877,9689,4645,1536
1,Male,71,3,9,8,SE,2924,5368,3866,3014,3831,3842,1774,1440,1702,2289,6314,3092,1693,4401,3226,4757,3603,1529,5921,1224,1955,4171
1,Male,72,3,9,8,SE,4627,2100,3076,1048,593,6124,2221,8011,562,837,5063,7250,780,1308,3461,2369,4470,3474,1849,6080,1277,3696
1,Male,73,3,9,8,SE,173,1537,1359,455,1844,3128,919,1342,8788,1685,3574,3296,461,2882,1072,1189,1073,1065,4216,1359,1080,2335
1,Male,74,3,9,8,SE,4942,3401,1733,3908,555,1320,8576,3084,1771,1813,2623,802,1801,3737,2346,2143,636,2810,710,7725,3513,936
1,Male,75,3,9,8,SE,1815,693,2957,1130,2746,1070,1391,1046,1628,628,2177,1382,5267,7344,2380,10066,596,2271,956,1714,1369,3290
1,Male,76,3,9,8,SE,1611,6098,2053,4689,1250,1989,1420,654,2624,949,1676,1310,4170,3600,4159,2297,2610,2403,1215,1794,2910,682
1,Male,77,3,9,8,SE,2209,8704,2802,1185,2851,7923,645,8864,7969,4073,228,3308,8991,642,504,6021,5934,573,1415,5420,10079,2507
1,Male,78,3,9,8,SE,5570,2117,1618,4907,3416,1370,752,910,898,1974,2671,7527,2123,584,1237,1120,751,2006,1755,6149,3280,2181
1,Male,79,3,9,8,SE,506,952,699,944,484,6519,1450,5770,2942,3868,2105,2126,558,622,2239,1675,2373,1411,2374,5671,956,2709
1,Male,80,3,9,8,SE,996,3114,792,2815,466,630,7580,3745,2855,3284,5415,1048,2315,5277,1897,764,679,602,1117,940,4696,411
1,Male,81,3,9,8,SE,1727,3252,1007,2564,735,1079,553,982,3032,2069,8539,1699,247,1161,2581,1502,1429,1310,893,2193,1580,9706
1,Male,82,3,9,8,SE,587,842,2524,3086,149,465,1377,2153,6112,375,433,1762,246,3626,403,584,3014,8713,2576,1273,1987,1895
1,Male,83,3,9,8,SE,4802,4714,2568,2627,139,269,2973,1566,5423,7338,2090,2002,2424,323,2874,647,1483,1957,769,285,295,1015
1,Male,84,3,9,8,SE,5023,1724,1441,559,3534,5874,6395,4539,184,5059,293,1737,3039,706,1189,4624,7868,1858,3008,3204,1147,1411
1,Male,85,3,9,8,SE,1083,7934,968,2753,2754,7458,1171,1335,4129,4799,351,7592,2002,9439,7589,1262,1799,2306,2003,4115,2647,9169
1,Male,86,3,9,8,SE,2984,717,3086,847,5068,1927,3763,1461,636,1044,5785,5214,905,1406,563,2304,3851,6337,3735,5854,5978,7639
1,Male,87,3,9,8,SE,8513,3752,6154,5888,1954,1839,1970,3171,5614,2818,795,461,5613,3747,715,2197,660,827,893,2971,4356,580
1,Male,88,3,9,8,SE,6674,8605,5290,3114,1035,713,111,257,1380,1076,962,4499,1166,4448,1852,1507,828,5561,5007,5304,925,561
1,Male,89,3,9,8,SE,860,6563,3063,3759,3142,1211,889,858,3743,4394,2357,6615,3020,1791,1449,7275,963,1971,1184,965,192,961
1,Male,90+,3,9,8,SE,1671,1268,5202,9496,6402,3026,2106,5367,1113,1947,2454,2216,4865,2644,676,3338,4567,913,1061,2987,5104,861
1,Male,0,3,1,9,SW,6317,5299,6863,6242,579,1819,5739,4133,1381,3554,318,8317,3544,7740,920,1411,6642,2083,2063,2603,3403,745
1,Male,1,3,1,9,SW,5483,5058,391,1255,195,5025,3597,4468,3126,3513,7136,6565,797,3826,1164,962,6645,511,1189,1167,2447,2639
1,Male,2,3,1,9,SW,2013,4729,1222,4714,3259,7270,5836,2305,3033,6803,2163,1990,296,834,192,2007,462,483,1225,535,2942,3490
1,Male,3,3,1,9,SW,1062,1607,1047,3343,5916,1205,1828,947,421,713,1066,4383,757,1006,2838,6939,5550,2580,4376,2464,3708,2792
1,Male,4,3,1,9,SW,578,6282,2004,3124,7076,4068,438,4785,6190,2119,1112,4053,4255,3027,592,4280,4928,3773,338,453,993,1840
1,Male,5,3,1,9,SW,5020,2823,216,4291,2078,7653,979,6683,4967,3115,7564,8082,2627,1537,273,5848,2008,1607,2979,5152,1438,1440
1,Male,6,3,1,9,SW,1285,443,8543,476,1778,2355,1906,1154,2826,2581,1805,3661,5162,4194,529,2680,1004,754,701,1440,3808,1145
1,Male,7,3,1,9,SW,5743,3317,540,638,4819,4185,4591,663,1383,959,1060,2434,927,4685,1874,2981,6025,4059,784,5127,2211,758
1,Male,8,3,1,9,SW,2571,525,6961,2003,5847,1454,800,4678,2250,290,4777,871,530,1702,2315,2719,5789,2691,5067,4310,1166,3030
1,Male,9,3,1,9,SW,724,3217,1985,820,9794,2276,2850,1601,1753,265,334,4568,5109,3411,1464,342,3169,967,383,293,798,5742
1,Male,10,3,1,9,SW,2162,262,8190,330,309,2637,133,6126,1972,4667,1260,4115,2182,2366,5390,2293,1140,2175,2898,993,1630,1365
1,Male,11,3,1,9,SW,2999,751,660,667,1019,203,976,239,6874,2902,440,4250,3553,559,704,752,1094,282,1884,683,1111,366
1,Male,12,3,1,9,SW,877,445,1464,1144,2615,649,1309,9437,10086,4152,1138,4845,8811,4454,874,184,4375,1714,4025,6258,4344,3678
1,Male,13,3,1,9,SW,3763,3753,926,719,2923,2057,2469,1226,363,389,1008,3310,2110,973,8162,3028,4310,1720,1207,2067,7281,1991
1,Male,14,3,1,9,SW,1809,959,3957,7652,942,313,1532,919,7376,629,7201,322,346,6432,1257,2022,184,2498,2927,1353,5049,1186
1,Male,15,3,1,9,SW,4863,5275,1017,833,1140,484,1990,1526,3111,405,5990,630,3854,6195,188,1294,859,3198,223,875,8988,2098
1,Male,16,3,2,9,SW,1878,668,996,703,2913,4485,2019,873,1021,645,5549,997,5574,4710,1413,3899,193,2105,5113,340,7414,1507
1,Male,17,3,2,9,SW,907,993,3195,1034,2195,2522,5337,3056,3505,170,2108,2378,8491,3542,581,1077,1270,2180,1187,4671,1565,5156
1,Male,18,3,3,9,SW,4319,1313,1312,5952,5593,3658,4656,8606,468,4747,6929,1326,1689,2323,441,467,8275,257,1069,3358,1016,1435
1,Male,19,3,3,9,SW,6084,3459,1276,3037,811,1685,7999,3000,3100,5593,6762,537,1565,1794,3286,1206,6301,673,3828,1029,3195,1062
1,Male,20,3,4,9,SW,859,1142,2884,3763,2644,4426,625,7175,5497,5809,2046,2416,2329,844,2350,1702,919,1295,3229,1266,3623,247
1,Male,21,3,4,9,SW,630,2656,2972,1089,1262,1041,957,5028,5696,268,262,1338,1479,1568,715,2587,1415,210,2375,4945,4071,314
1,Male,22,3,4,9,SW,1797,1203,4080,2306,2101,3043,1024,5758,4319,2726,9858,845,965,890,4840,4008,2515,7482,5505,1047,5772,3869
1,Male,23,3,4,9,SW,4735,9064,833,976,2216,721,335,1222,5314,489,2896,7198,7648,6811,4073,3571,6444,1188,1818,2862,3271,5404
1,Male,24,3,4,9,SW,2127,2331,415,6389,1075,1979,6774,1523,4810,1129,2443,3018,3363,2475,489,686,1149,3173,4679,238,1958,1769
1,Male,25,3,5,9,SW,113,1045,1425,5957,563,956,2088,5414,875,4903,7251,281,6653,1879,8120,671,637,988,1806,1566,832,2818
1,Male,26,3,5,9,SW,1822,188,2223,5156,3295,8945,238,8910,3946,3508,3183,5575,5068,1341,2392,4084,4131,802,6691,383,2888,1996
1,Male,27,3,5,9,SW,5874,277,1255,3940,527,5954,5241,3210,882,1986,614,3589,8028,5705,2267,4938,2833,3092,4019,5347,1045,3338
1,Male,28,3,5,9,SW,4336,3197,3362,5360,4348,1228,1256,3211,734,947,507,3627,1065,4475,3589,4053,1554,856,4642,2316,6208,409
1,Male,29,3,5,9,SW,1454,8845,6190,1515,2873,6912,798,1394,1047,8565,582,6582,542,2111,4698,3645,2423,630,1991,3357,1263,9568
1,Male,30,3,5,9,SW,1029,9395,2699,2923,2127,6286,4328,1975,4769,532,5514,752,806,1187,4677,7903,445,1028,2020,936,4943,1401
1,Male,31,3,5,9,SW,5662,371,4321,145,389,2727,1118,6973,324,1557,6935,5598,1585,1488,4443,336,4387,1710,576,3291,4944,6406
1,Male,32,3,5,9,SW,5490,311,3091,377,803,1012,923,454,2602,1095,5071,1469,3044,2155,5943,3180,2112,1750,1487,847,677,3915
1,Male,33,3,5,9,SW,3946,376,7621,174,466,1014,3134,2866,5184,2911,4013,1384,1023,2769,2044,2344,5275,6678,168,9078,7077,2444
1,Male,34,3,5,9,SW,799,6841,2086,1232,175,3598,2025,1919,5063,2815,4066,441,5869,6800,6251,6986,943,7177,5859,5349,882,3785
1,Male,35,3,6,9,SW,1125,4184,2173,1106,1851,1083,899,1587,5054,6992,669,2802,2349,1805,827,1561,186,401,1053,2422,5488,490
1,Male,36,3,6,9,SW,2088,1129,7919,9038,1793,8401,2913,1424,2347,455,2377,5512,2707,1785,3133,5402,201,5914,1052,463,673,2036
1,Male,37,3,6,9,SW,4839,730,6668,3719,3903,3459,6754,6649,3384,1100,386,285,688,4504,1652,1740,1741,459,2407,3208,6023,763
1,Male,38,3,6,9,SW,750,1433,396,3400,988,7676,4625,944,2752,8577,2528,994,1969,574,3521,2115,2960,511,7812,878,6859,2296
1,Male,39,3,6,9,SW,3204,1244,626,9423,1246,4160,4920,2920,4805,697,2294,307,8777,7576,2507,6098,6568,7457,3745,763,4081,822
